State,FIPS,Year,VCF0204,VCF0206,VCF0207,VCF0209,VCF0210,VCF0211,VCF0212,VCF0213,VCF0217,VCF0218,VCF0219,VCF0220,VCF0223,VCF0224,VCF0227,VCF0228,VCF0231,VCF0232,VCF0233,VCF0234,VCF0253,VCF0290,VCF0291,VCF0310,VCF0346,VCF0347,VCF0348,VCF0349,VCF0358,VCF0359,VCF0360,VCF0361,VCF0370,VCF0371,VCF0372,VCF0373,VCF0374,VCF0380,VCF0386,VCF0392,VCF0450,VCF0451,VCF0475,VCF0481,VCF0487,VCF0493,VCF0501,VCF0502,VCF0502a,VCF0503,VCF0504,VCF0604,VCF0605,VCF0606,VCF0609,VCF0613,VCF0614,VCF0624,VCF0648,VCF0649,VCF0656,VCF0702,VCF0703,VCF0704,VCF0704a,VCF0705,VCF0706,VCF0707,VCF0708,VCF0709,VCF0710,VCF0713,VCF0714,VCF0724,VCF0801,VCF0803,VCF0804,VCF0806,VCF0809,VCF0823,VCF0824,VCF0830,VCF0838,VCF0839,VCF0843,VCF0846,VCF0847,VCF0849,VCF0850,VCF0851,VCF0852,VCF0853,VCF0854,VCF0867,VCF0867a,VCF0870,VCF0871,VCF0872,VCF0876,VCF0876a,VCF0877,VCF0877a,VCF0878,VCF0879,VCF0879a,VCF0880,VCF0880a,VCF0881,VCF0886,VCF0887,VCF0888,VCF0890,VCF0894,VCF9005,VCF9009,VCF9013,VCF9014,VCF9015,VCF9016,VCF9017,VCF9018,VCF9021,VCF9022,VCF9023,VCF9030,VCF9030a,VCF9030b,VCF9030c,VCF9031,VCF9037,VCF9039,VCF9040,VCF9041,VCF9042,VCF9045,VCF9047,VCF9048,VCF9049,VCF9081,VCF9084,VCF9085,VCF9086,VCF9087,VCF9088,VCF9089,VCF9092,VCF9093,VCF9094,VCF9095,VCF9096,VCF9122,VCF9131,VCF9132,VCF9133,EST_VC03,EST_VC05,EST_VC06,EST_VC11,EST_VC12,EST_VC13,EST_VC41,EST_VC42,EST_VC48,EST_VC55,EST_VC56,EST_VC58,EST_VC59,EST_VC63,EST_VC91,EST_VC92,EST_VC93,EST_VC94,EST_VC95,EST_VC108,EST_VC110,EST_VC112,EST_VC115,EST_VC116,EST_VC134,EST_VC135,EST_VC166,EST_VC167,EST_VC171,EST_VC187,EST_VC190,EST_VC191,EST_VC192,EST_VC194,EST_VC281,EST_VC283,EST_VC284,TotalMoney,PercentMoney, T_VOTES , Rep_Votes , Rep_Percent ,Rep_EV, Dem_Votes , Dem_Percent ,Dem_EV,lagdempct,VEP,VAP,VEP_Diff_From_Nat,VAP_Diff_From_Nat,PerCapitaGDP
Rhode Island,44,2012,62.75,58.125,73.5,49.95833333,50.75,46.95833333,53.54166667,81.29166667,55.625,50.16666667,77.375,42.70833333,70.79166667,51.125,65.20833333,38.83333333,40.5,59.25,37.54166667,43.5,54.875,50.875,49.75,2.75,1.541666667,1.666666667,1.458333333,1.5,1.541666667,1.666666667,1.458333333,1.5,1.708333333,1.708333333,1.583333333,1.75,3.458333333,3.166666667,3,2.5,1.708333333,2.708333333,3.333333333,3.333333333,3.666666667,3.125,1.416666667,3.458333333,2.791666667,2.708333333,5.666666667,2,2.083333333,1.291666667,1.727272727,2.090909091,1.636363636,2.333333333,50,91.625,17.125,1.75,2.583333333,1.041666667,1.041666667,1.291666667,2.833333333,0.833333333,1.041666667,1.416666667,1.583333333,2,1.458333333,1.791666667,52.08333333,4.75,2.833333333,4.333333333,4.541666667,1.666666667,3.6,5.791666667,3.5,3.791666667,4.666666667,1.458333333,3.541666667,3.541666667,2.333333333,2.416666667,3.25,2.375,2.5,5.208333333,4.75,2.916666667,3.458333333,2.958333333,2.363636364,2.181818182,1.636363636,1.636363636,2.416666667,4.166666667,4.208333333,2.25,3.375,2.208333333,2.125,2.083333333,1.25,1.458333333,3.041666667,61.58333333,3.416666667,1.791666667,3.166666667,3.458333333,3.375,3.25,2.625,4,3.166666667,0.166666667,5.166666667,1.541666667,5.916666667,6,4,3,2.916666667,2.166666667,2.791666667,4,2.208333333,1.791666667,1.375,1.75,3.375,3.375,2.375,5.875,3.5,2.916666667,5.208333333,5.75,6,3.708333333,5.833333333,5.5,5.583333333,1.708333333,1.541666667,1.375,1050292,2.5,0.3,1050292,48.3,51.7,49.7,50.3,158825,58.8,28.6,6.4,2.8,413083,416431,47.4,2.2,9.5,1.5,5.9,34.6,35.9,61.9,32,31.8,31.1,151520,33.4,1040527,46.1,71278,44,56,68847,1.7,9.6,27,0,0,"446,049.00","157,204.00",0.35,0,"279,677.00",0.63,4,0.63,0.58,0.534,0,-0.002,46668
South Carolina,45,2012,71.76521739,78.8173913,75.93913043,61.06086957,61.35652174,57.92173913,64.39130435,86.92173913,67.5826087,62.84347826,78.2,62.89565217,76.9826087,39.59130435,69.55652174,56.6173913,60.90434783,53.57391304,48.27826087,67.73043478,59.93913043,51.46086957,61.86956522,2.6,1.713043478,1.765217391,1.330434783,1.269565217,1.713043478,1.765217391,1.330434783,1.269565217,1.72173913,1.72173913,1.713043478,2.052173913,2.904347826,3.817391304,3.956521739,3.060869565,1.339130435,1.930434783,2.426086957,3.808695652,3.87826087,2.817391304,1.408695652,2.973913043,2.52173913,3.113043478,5.234782609,2.35483871,1.6,1.634782609,1.661290323,1.677419355,1.64516129,2.382608696,45.16129032,74.33913043,28.94782609,1.669565217,2.704347826,0.956521739,0.956521739,0.982608696,2.147826087,0.930434783,0,1.330434783,0,1.460869565,1.417391304,1.713043478,58.2173913,5.860869565,4.365217391,4.156521739,3.92173913,1.8,3.666666667,4.939130435,2.852173913,5.026086957,5.504347826,1.139130435,2.765217391,3.530434783,1.704347826,2.869565217,3.339130435,2.582608696,2.92173913,4.426086957,4.347826087,2.87826087,3.008695652,2.373913043,2.596774194,2.548387097,1.774193548,1.919354839,3.356521739,4.07826087,4.147826087,1.773913043,2.747826087,1.617391304,1.67826087,1.652173913,1.460869565,1.4,2.434782609,67.07826087,2.452173913,2.304347826,3.913043478,3.017391304,3.939130435,3.530434783,2.8,3.504347826,3.608695652,0.895652174,5.939130435,2.356521739,7.113043478,7.130434783,4.965217391,3.417391304,3.565217391,3.113043478,3.469565217,3.791304348,2.695652174,1.617391304,1.608695652,1.539130435,4.182608696,3.495652174,2.573913043,5.495652174,2.634782609,3.104347826,4.913043478,5.591304348,5.47826087,2.973913043,5.486956522,5.026086957,4.634782609,2.504347826,2.217391304,2.426086957,4723723,1.9,0.1,4723723,48.6,51.4,50.1,49.9,694776,57.3,30,5.1,1.9,1787340,1833320,49.6,3.1,9.6,3.2,5.4,40.5,28.1,70,24,25.2,25,676616,37.1,4668886,51.2,81907,45,55,140069,1.7,9.7,21.4,710,0,"1,964,118.00","1,071,645.00",0.55,9,"865,941.00",0.44,0,0.45,0.563,0.536,-0.017,0,35669
South Dakota,46,2012,50.45454545,55.45454545,61.09090909,44.09090909,36.36363636,40.63636364,56.45454545,77.18181818,48.63636364,38.36363636,72.27272727,50.81818182,64.81818182,54.09090909,51.81818182,37.36363636,31.81818182,36.54545455,34.54545455,58.54545455,37.90909091,46.27272727,42.18181818,2.545454545,1.545454545,1.454545455,1.636363636,1.636363636,1.545454545,1.454545455,1.636363636,1.636363636,1.727272727,2,1.363636364,1.545454545,4.272727273,3.545454545,3.545454545,4.272727273,1.909090909,3.545454545,4.272727273,1.727272727,2.818181818,3.909090909,1.181818182,3.909090909,2.818181818,2.363636364,5.545454545,2.285714286,1.090909091,1.181818182,1.285714286,1.571428571,1.142857143,1.727272727,21.42857143,36.36363636,15.81818182,1.818181818,2.636363636,1.272727273,1.272727273,1.818181818,3.272727273,1.181818182,0,1.818181818,0,2.090909091,1.181818182,1.545454545,56.81818182,5.090909091,2.545454545,6.181818182,6.363636364,1.363636364,3,6.636363636,2.363636364,4.363636364,5.636363636,1,2,4.090909091,1.545454545,2.454545455,3.181818182,2.272727273,3,4.636363636,4.545454545,3.363636364,3.272727273,3,2.142857143,2.428571429,1,1.714285714,3.181818182,3.545454545,3.545454545,1.727272727,2.818181818,2,2.090909091,2.090909091,1.909090909,1.727272727,2.818181818,54.63636364,4.363636364,2.363636364,2.727272727,3.090909091,3.181818182,2.454545455,3.090909091,3.545454545,5,0,4.727272727,1.545454545,5.636363636,5.454545455,5,5.363636364,4,2.363636364,2.454545455,3.818181818,1.363636364,2.090909091,2,1.636363636,3.454545455,2.181818182,1.454545455,5.181818182,2.636363636,2.181818182,4.363636364,5,5.363636364,3,5,5.545454545,9,1.272727273,1.727272727,1,833354,2,0.1,833354,50.1,49.9,51.8,48.2,121092,60.5,29.3,5.7,2.4,323765,330119,51,2.5,11.2,1.2,6.3,40.7,26.8,69,24.1,25.1,27.4,114328,34.9,821669,53.2,8804,45.9,54.1,14053,1.7,6.1,24.3,1810,0,"363,815.00","210,610.00",0.58,3,"145,039.00",0.4,0,0.45,0.593,0.576,0.013,0.04,47021
Tennessee,47,2012,61.46666667,68.4,73.26666667,53.47619048,47.17142857,43.12380952,61.71428571,82.27619048,64.71428571,45.78095238,75.03809524,53.40952381,70.25714286,49.85714286,66.33333333,41.37142857,41.75238095,48.26666667,38.33333333,55.39047619,50.45714286,65.2,66.25714286,2.628571429,1.39047619,1.657142857,1.542857143,1.514285714,1.39047619,1.657142857,1.542857143,1.514285714,1.80952381,1.752380952,1.628571429,1.742857143,2.971428571,2.685714286,2.857142857,2.961904762,1.695238095,2.895238095,3.276190476,2.580952381,2.733333333,3.19047619,1.152380952,2.657142857,2.276190476,2.19047619,5.533333333,2.183673469,1.219047619,1.295238095,1.448979592,1.673469388,1.469387755,2.057142857,29.08163265,62.84761905,16.08571429,1.733333333,2.676190476,1.228571429,1.228571429,1.285714286,2.638095238,1.066666667,1.133333333,1.876190476,1.952380952,1.80952381,1.171428571,1.676190476,60.05714286,4.733333333,2.59047619,4.647619048,4.933333333,1.771428571,3.358974359,5.485714286,2.819047619,4.104761905,4.647619048,1.228571429,2.980952381,3.733333333,1.733333333,2.571428571,3.866666667,2.266666667,3.133333333,4.638095238,4.542857143,3.257142857,3.304761905,2.866666667,2.224489796,2.489795918,2.306122449,2.469387755,3.2,3.961904762,4.104761905,2.19047619,3.342857143,1.847619048,1.904761905,2.066666667,1.771428571,1.580952381,2.428571429,56.80952381,3.647619048,2.276190476,3.19047619,3.142857143,3.485714286,3.257142857,2.980952381,3.780952381,3.971428571,0.476190476,5.685714286,1.952380952,6.628571429,6.60952381,4.466666667,4.085714286,3.533333333,2.4,2.904761905,3.99047619,1.952380952,1.933333333,1.971428571,1.723809524,3.580952381,3,2.580952381,5.523809524,3,2.352380952,5.219047619,5.638095238,5.638095238,3.066666667,5.580952381,5.533333333,7.00952381,1.8,2.019047619,1.666666667,6456243,1.7,0.1,6456243,48.7,51.3,49.8,50.2,920721,58.4,29.5,5.1,2,2480090,2512605,51.2,2.7,11.9,2,5.8,41.4,26.5,71.2,22.9,24.2,24.3,893371,39.8,6378278,52,105025,47.2,52.8,186616,2,9.2,23.3,1440,0,"2,458,577.00","1,462,330.00",0.6,11,"960,709.00",0.39,0,0.42,0.519,0.494,-0.061,-0.042,41354
Texas,48,2012,69.18348624,69.62201835,74.35779817,57.16880734,55.57981651,53.57614679,62.0440367,84.04954128,74.23486239,55.97431193,79.17614679,55.5559633,73.66788991,47.04770642,67.39082569,53.11009174,53.67889908,54.12844037,52.57614679,60.51192661,55.69541284,71.61100917,75.50091743,2.559633028,1.588990826,1.748623853,1.464220183,1.488073395,1.588990826,1.748623853,1.464220183,1.488073395,1.699082569,1.853211009,1.739449541,1.926605505,3.306422018,3.570642202,3.702752294,3.209174312,1.594495413,2.502752294,2.897247706,3.225688073,3.579816514,3.155963303,1.152293578,2.748623853,2.256880734,3.078899083,5.172477064,2.398576512,1.486238532,1.453211009,1.597864769,1.690391459,1.658362989,2.106422018,45.72241993,62.7412844,34.53761468,1.544954128,2.499082569,0.840366972,0.840366972,0.88440367,2.941284404,0.744954128,0.774311927,1.144954128,1.183486239,1.504587156,1.288073395,1.611009174,58.68990826,4.836697248,2.935779817,4.456880734,4.557798165,1.708256881,3.761506276,5.240366972,2.759633028,4.502752294,4.834862385,1.209174312,2.840740741,3.574311927,1.713761468,2.908256881,3.660550459,2.724770642,3.166972477,4.64587156,4.526605505,3.126605505,3.168807339,2.422018349,2.597864769,2.711743772,2.060498221,2.284697509,3.062385321,4.139449541,4.201834862,1.875229358,2.944954128,1.833027523,1.900917431,1.91559633,1.631192661,1.48440367,2.379816514,64.11192661,3.236697248,2.616513761,3.51559633,3.273394495,3.851376147,3.44587156,3.049541284,3.921100917,4.875229358,1.080733945,5.853211009,2.357798165,6.950458716,6.974311927,4.873394495,3.559633028,3.822018349,2.798165138,3.062385321,4.121100917,2.379816514,1.840366972,1.755963303,1.634862385,3.752293578,3.388990826,2.873394495,5.225688073,3.135779817,3.211009174,4.972477064,5.616513761,5.528440367,2.990825688,5.495412844,5.225688073,6.071559633,2.420183486,2.240366972,2.278899083,26059203,2.2,0.1,26059203,49.7,50.3,51.1,48.9,2837722,52.8,33.3,4.9,1.8,8970959,9953055,50.9,2.2,9.7,2.3,6.1,42.8,25,71.5,22.2,26.9,26.6,2754147,39.1,25711791,49.9,1436948,46.9,53.1,2832745,1.7,10.9,21.6,2570,0,"7,993,851.00","4,569,843.00",0.57,38,"3,308,124.00",0.41,0,0.44,0.496,0.417,-0.084,-0.119,50774
Utah,49,2012,61.52083333,69.3125,75.1875,52.35416667,46.85416667,43.375,61.22916667,80.35416667,68.52083333,45.91666667,74.04166667,48.3125,66.10416667,57.875,67.91666667,42.58333333,44.83333333,45.9375,34.375,45.875,47.66666667,70.79166667,63.91666667,2.666666667,1.541666667,1.6875,1.6875,1.666666667,1.541666667,1.6875,1.6875,1.666666667,1.875,1.958333333,1.291666667,1.5,3.333333333,2.916666667,2.895833333,3.229166667,1.854166667,3.229166667,3.416666667,2.25,2.395833333,3.833333333,1.333333333,3.3125,2.645833333,2.520833333,5.583333333,2.363636364,1.5,1.375,1.454545455,1.590909091,1.818181818,2.1875,35.22727273,59.375,29.72916667,1.625,2.4375,1.104166667,1.104166667,1.166666667,3.375,1,1.083333333,1.854166667,2.020833333,1.666666667,1.354166667,1.5625,60.9375,5.0625,2.895833333,5.229166667,4.854166667,1.6875,3.947368421,5.666666667,2.604166667,3.791666667,4.625,1.25,3.1875,3.9375,1.979166667,2.4375,4.020833333,2.229166667,2.9375,4.5,4.395833333,2.791666667,3.020833333,2.208333333,1.863636364,2.363636364,1.363636364,1.590909091,3.25,3.5,3.5,1.854166667,2.854166667,1.666666667,1.979166667,1.979166667,1.520833333,1.4375,2.291666667,63.33333333,4.125,2.416666667,3.354166667,3.375,3.520833333,3.208333333,3.0625,3.333333333,4.666666667,0.645833333,5.916666667,2.041666667,7.166666667,7,4.666666667,3.958333333,3.604166667,2.395833333,2.833333333,3.875,2.354166667,1.854166667,1.75,1.833333333,4,2.8125,2.166666667,5.875,3,2.541666667,4.895833333,5.208333333,5.604166667,3.0625,5.291666667,5.5,7.4375,1.854166667,1.8125,1.645833333,2855287,2.2,0.2,2855287,50.3,49.7,50.6,49.4,271882,51.2,37.3,5.4,1.4,895691,1048088,55.9,1.6,8.5,1.4,6.4,42,27,67.1,26.2,33.2,28.3,267921,34.6,2805440,48.6,83880,46.5,53.5,156992,2.3,12.1,22.3,0,0,"1,017,440.00","740,600.00",0.73,6,"251,813.00",0.25,0,0.34,0.555,0.514,-0.025,-0.022,42005
Vermont,50,2012,50.71428571,73.14285714,78.14285714,40,42.42857143,53.85714286,45.71428571,63.57142857,68.85714286,57.85714286,76.14285714,47.42857143,71.71428571,38.28571429,75.28571429,32.85714286,39.85714286,68.14285714,44.28571429,39.85714286,50.28571429,48.28571429,60,2.714285714,1.714285714,1.857142857,1.428571429,1.285714286,1.714285714,1.857142857,1.428571429,1.285714286,1.714285714,1.714285714,1.857142857,1.857142857,2.714285714,3.285714286,3.857142857,3.285714286,1.285714286,2,2.714285714,4.428571429,3.285714286,2.714285714,1.285714286,4,2.857142857,2.714285714,5.571428571,2,1.285714286,1.428571429,2,2.75,2,2.142857143,43.75,57.14285714,27.85714286,1.714285714,2.428571429,0.857142857,0.857142857,0.857142857,2.857142857,0.857142857,0.285714286,1.142857143,0.571428571,2.142857143,1,1.571428571,44.85714286,3.714285714,1.857142857,4,3.571428571,1.857142857,3,5.571428571,3.285714286,4.142857143,3.285714286,1.714285714,4.285714286,2.714285714,2.285714286,3,3.285714286,3.142857143,2.571428571,4.428571429,4,2.714285714,3,1.857142857,1,1,1,1,1.571428571,3.571428571,3.857142857,1.285714286,2.285714286,1.428571429,1.857142857,1.857142857,1.428571429,1.428571429,2.428571429,51.42857143,2.714285714,2.428571429,3.571428571,3.285714286,3.857142857,3,2.428571429,3.285714286,3.285714286,0,5.285714286,1.714285714,6.714285714,7,3.857142857,4.428571429,3,2.857142857,2.714285714,3.571428571,1.571428571,1.714285714,1.714285714,1.285714286,3.428571429,2.571428571,3.142857143,5.285714286,2.142857143,2.714285714,5,5.571428571,5.571428571,2.714285714,5.714285714,5.142857143,9,1.714285714,1.285714286,1.714285714,626011,1.9,0.2,626011,49.4,50.6,50.7,49.3,98489,64.1,25,7.8,3.9,258520,256714,51.4,2.3,11.3,1.3,6.3,35.8,33.8,63,30,33.2,38.1,95290,31.4,620224,43.1,15416,43.3,56.7,10125,2.4,9,27.5,0,0,"299,290.00","92,698.00",0.31,0,"199,239.00",0.67,3,0.68,0.607,0.596,0.027,0.06,43276
Virginia,51,2012,61.32786885,67.16393443,75.78688525,54.09836066,49.82786885,50.82786885,57.1147541,82.3852459,64.96721311,52.90163934,77.36065574,51.13114754,69.55737705,43.63934426,68.42622951,40.81147541,46.32786885,54.94262295,41.87704918,52.27868852,52.39344262,63.23770492,70.40163934,2.573770492,1.524590164,1.713114754,1.483606557,1.483606557,1.524590164,1.713114754,1.483606557,1.483606557,1.581967213,1.696721311,1.655737705,1.827868852,2.770491803,2.868852459,3.286885246,2.278688525,1.508196721,2.524590164,2.704918033,2.868852459,3.254098361,2.5,0.991803279,2.163934426,1.967213115,2,5.713114754,2.2,1.204918033,1.37704918,1.5,1.716666667,1.466666667,1.991803279,56.65,58.18852459,23.31147541,1.729508197,2.704918033,1.024590164,1.024590164,1.073770492,2.06557377,1.024590164,1,1.5,1.508196721,1.336065574,1.114754098,1.704918033,55.67213115,4.344262295,2.254098361,4.229508197,4.5,1.81147541,3.612244898,5.06557377,3.016393443,4.360655738,4.803278689,1.286885246,3.123966942,3.467213115,1.885245902,3.008196721,3.975409836,2.795081967,3.163934426,4.467213115,4.467213115,3.131147541,3.221311475,2.459016393,2,2.2,2.166666667,2.316666667,2.786885246,4.008196721,4.049180328,1.87704918,2.975409836,1.819672131,1.885245902,1.950819672,1.631147541,1.418032787,2.295081967,61.40163934,3.278688525,2.442622951,3.614754098,3.081967213,3.803278689,3.516393443,2.827868852,2.672131148,3.885245902,0.704918033,4.098360656,1.795081967,3.803278689,3.819672131,4.442622951,3.426229508,3.663934426,2.983606557,3.303278689,4,2.393442623,1.745901639,1.475409836,1.704918033,3.573770492,3,2.081967213,5.426229508,2.729508197,2.393442623,4.975409836,5.729508197,5.655737705,2.409836066,5.729508197,5.795081967,7.049180328,2.131147541,1.942622951,2.049180328,8185867,2.9,0.3,8185867,49,51,50.8,49.2,1062133,57.7,29.6,5.9,2,3038967,3227240,52,2.3,8.9,2,5.9,38.2,31.7,64.6,29,35.9,35.1,1036160,33.6,8085389,48.1,454617,46.9,53.1,492703,2.1,14.8,21.4,127000000,0.1517,"3,854,490.00","1,822,522.00",0.47,0,"1,971,820.00",0.51,13,0.53,0.661,0.607,0.081,0.071,51967
Washington,53,2012,63.33112583,70.00662252,75.95364238,52.45033113,58.07284768,59.15231788,58.22516556,77.72847682,71.47682119,53.33774834,75.56953642,53.85430464,69.39072848,44.27152318,70.77483444,49.40397351,52.0397351,55.55629139,48.21192053,55.66225166,59.81456954,54.93377483,60.98013245,2.509933775,1.642384106,1.662251656,1.350993377,1.40397351,1.642384106,1.662251656,1.350993377,1.40397351,1.682119205,1.649006623,1.662251656,1.854304636,3.304635762,3.178807947,3.543046358,2.834437086,1.490066225,2.496688742,2.748344371,3.092715232,3.397350993,2.649006623,1.344370861,3.40397351,2.768211921,3.278145695,5.503311258,2.26984127,1.231788079,1.443708609,1.571428571,1.619047619,1.53968254,2.092715232,30.95238095,54.63576159,24.15231788,1.59602649,2.61589404,0.966887417,0.966887417,1.046357616,2.092715232,0.947019868,0.913907285,1.456953642,1.410596026,1.516556291,1.205298013,1.516556291,57.69536424,4.536423841,2.781456954,4.463576159,4.715231788,1.662251656,3.912280702,5.245033113,3.17218543,4.496688742,4.437086093,1.470198676,3.413333333,3.284768212,2.185430464,3.417218543,3.887417219,3.198675497,3.271523179,4.880794702,4.761589404,2.721854305,2.927152318,2.609271523,2.111111111,2.238095238,1.380952381,1.682539683,2.59602649,4.251655629,4.344370861,1.894039735,3.01986755,1.880794702,1.860927152,2.079470199,1.688741722,1.57615894,2.317880795,61.41721854,3.337748344,2.721854305,3.78807947,3.675496689,4.052980132,3.874172185,3.357615894,4.178807947,4.470198676,1.19205298,5.701986755,2.509933775,6.529801325,6.536423841,4.78807947,3.529801325,3.986754967,3.21192053,3.410596026,4.238410596,2.337748344,1.761589404,1.768211921,1.682119205,3.887417219,3.291390728,2.695364238,5.291390728,2.993377483,3.258278146,5.01986755,5.589403974,5.556291391,3.072847682,5.668874172,5.463576159,6.238410596,2.549668874,2.582781457,2.364238411,6897012,4.5,0.4,6897012,49.9,50.1,51.3,48.7,907618,58.3,29.1,7.1,2.8,2636817,2762858,51.4,2.2,10.8,1.5,5.9,40.3,27.6,68.5,25.3,32.2,31.2,887828,35.2,6815763,48.1,434688,45.1,54.9,481711,2.2,12.4,21.3,0,0,"3,125,516.00","1,290,670.00",0.41,0,"1,755,396.00",0.56,12,0.58,0.648,0.586,0.068,0.05,53714
West Virginia,54,2012,58.89189189,67.16216216,79.64864865,41.97297297,64.37837838,48.37837838,53.02702703,84.56756757,59.86486486,56,79.54054054,51.94594595,73.97297297,44.75675676,64.24324324,44.81081081,38.32432432,41.62162162,35.21621622,53.43243243,48.2972973,74.81081081,81.35135135,2.486486486,1.513513514,1.648648649,1.459459459,1.675675676,1.513513514,1.648648649,1.459459459,1.675675676,1.621621622,1.783783784,1.675675676,1.756756757,2.945945946,2.945945946,3.378378378,2.837837838,1.648648649,2.72972973,3.162162162,2.621621622,3.162162162,3.27027027,1.189189189,3.540540541,2.459459459,3,4.702702703,2,1.324324324,1.081081081,1.315789474,1.631578947,1.421052632,1.72972973,27.63157895,36.48648649,11.67567568,1.621621622,2.621621622,1,1,1,2.891891892,1,0.756756757,1.648648649,1.351351351,1.675675676,1.081081081,1.702702703,53.97297297,4.540540541,2.459459459,4.189189189,4.162162162,1.486486486,2.578947368,5.459459459,2.486486486,4.189189189,4.837837838,1.324324324,3.405405405,3.486486486,1.675675676,2.27027027,3.675675676,2.135135135,2.918918919,4.567567568,4.540540541,3.594594595,3.621621622,3.081081081,2.473684211,2.473684211,1.421052632,1.842105263,2.945945946,4.108108108,4.108108108,2.189189189,3.540540541,2.378378378,1.864864865,2,1.648648649,1.621621622,2.405405405,58.86486486,3.459459459,2.162162162,3.27027027,3.216216216,3.594594595,3.162162162,2.567567568,3.918918919,5.108108108,0.594594595,4.891891892,1.891891892,5.162162162,5.216216216,4.135135135,3.648648649,3.540540541,2.405405405,2.783783784,4.135135135,1.972972973,2.162162162,1.891891892,1.621621622,3.837837838,3.648648649,2.567567568,5.459459459,3.189189189,3,4.702702703,6.297297297,5.108108108,2.297297297,5.324324324,4.459459459,7.216216216,2.135135135,1.810810811,2.108108108,1855413,1.8,0.1,1855413,49.1,50.9,50.6,49.4,311104,60.9,27.7,5.5,2.4,741544,749711,51.5,3.3,12.7,1.5,5.5,41,28.6,70.1,24.7,17.8,19.4,302559,43.4,1837518,45.1,12579,40.8,59.2,13267,1.8,7.8,26,100,0,"670,438.00","417,655.00",0.62,5,"238,269.00",0.36,0,0.43,0.463,0.455,-0.117,-0.081,34397
Wisconsin,55,2012,60.99193548,64.62903226,71.66129032,48.66129032,48.03225806,48.88709677,55.26612903,77.65322581,65.71774194,48.66129032,75.66129032,49.68548387,67.28225806,47.80645161,66.02419355,44.07258065,43.14516129,55.70967742,46.15322581,52.68548387,54.33870968,63.14516129,66.12096774,2.572580645,1.467741935,1.693548387,1.467741935,1.64516129,1.467741935,1.693548387,1.467741935,1.64516129,1.677419355,1.790322581,1.685483871,1.782258065,3.491935484,2.943548387,3.387096774,3.120967742,1.620967742,2.75,3.25,2.919354839,3.338709677,3.080645161,1.137096774,3.266129032,2.524193548,2.60483871,5.322580645,2.157142857,1.201612903,1.298387097,1.414285714,1.642857143,1.528571429,2.008064516,32.5,50.40322581,19.45967742,1.693548387,2.661290323,1.048387097,1.048387097,1.120967742,2.330645161,0.983870968,0.991935484,1.491935484,1.483870968,1.516129032,1.129032258,1.637096774,56.57258065,4.459677419,2.403225806,4.564516129,4.830645161,1.596774194,3.784313725,5.580645161,2.782258065,4.137096774,4.25,1.322580645,3.088709677,3.306451613,2.008064516,3.008064516,3.588709677,2.693548387,3,4.701612903,4.532258065,3.241935484,3.314516129,2.637096774,2.257142857,2.328571429,1.285714286,1.657142857,2.60483871,3.870967742,4.064516129,2.112903226,3.282258065,1.887096774,1.943548387,2.008064516,1.685483871,1.637096774,2.5,57.57258065,3.411290323,2.596774194,3.451612903,3.161290323,3.85483871,3.475806452,3.024193548,3.193548387,3.709677419,0.709677419,4.516129032,1.935483871,4.564516129,4.516129032,4.612903226,3.766129032,3.685483871,2.830645161,3.064516129,4.14516129,2.016129032,1.903225806,1.89516129,1.717741935,3.60483871,2.967741935,2.540322581,5.411290323,2.951612903,2.596774194,4.653225806,5.475806452,5.806451613,2.725806452,5.491935484,5.306451613,7.306451613,2.056451613,2.016129032,2.056451613,5726398,1.9,0.1,5726398,49.6,50.4,50.8,49.2,824030,61.2,28.9,6,2.8,2288362,2284469,51.9,2.5,10.3,1.1,5.4,38.8,29,69.3,25.2,26.1,28.1,794421,32.1,5660677,51.3,115328,46.9,53.1,156681,1.6,7.9,23.7,40000,0.048,"3,071,434.00","1,410,966.00",0.46,0,"1,620,985.00",0.53,10,0.56,0.729,0.695,0.149,0.159,45480
